subject,condition,list,order,prime_verb,prime_type,target,response
124,LVC,8,8,answer,PO,20_T,D
124,LVC,8,7,bow,PO,21_T,P
124,LVC,8,12,beating,PO,23_T,D
124,LVC,8,9,advice,DO,26_T,P
124,LVC,8,5,massage,DO,3_T,D
124,LVC,8,2,encouragement,PO,4_T,OTHER
124,LVC,8,3,scolding,DO,5_T,MISSING
124,LVC,8,1,hug,PO,6_T,P
125,NLVC,5,14,number,DO,11_T,D
125,NLVC,5,10,jumper cable,PO,12_T,D
125,NLVC,5,1,cigarette,DO,13_T,OTHER
125,NLVC,5,9,ball,PO,15_T,P
125,NLVC,5,2,flower,PO,16_T,P
125,NLVC,5,4,apple,DO,19_T,P
125,NLVC,5,11,key,DO,20_T,D
125,NLVC,5,6,bouquet,PO,21_T,P
125,NLVC,5,12,video tape,DO,23_T,P
125,NLVC,5,8,towel,PO,26_T,P
125,NLVC,5,13,check,DO,3_T,P
125,NLVC,5,5,contract,PO,4_T,P
125,NLVC,5,3,toy,PO,5_T,D
125,NLVC,5,7,music,DO,6_T,P
126,IDIOM,2,1,runaround,DO,11_T,P
126,IDIOM,2,4,low-down,PO,12_T,OTHER
126,IDIOM,2,9,third degree,DO,13_T,MISSING
126,IDIOM,2,8,free rein,PO,15_T,P
126,IDIOM,2,7,green light,PO,16_T,OTHER
126,IDIOM,2,5,break to,PO,19_T,P
126,IDIOM,2,2,bum's rush,DO,20_T,D
126,IDIOM,2,14,due,DO,21_T,OTHER
126,IDIOM,2,6,run for his money,DO,23_T,OTHER
126,IDIOM,2,3,brush-off,PO,26_T,P
126,IDIOM,2,10,piece of his mind,DO,3_T,MISSING
126,IDIOM,2,12,hand with the landscape,DO,4_T,P
126,IDIOM,2,11,word,PO,5_T,P
126,IDIOM,2,13,clean bill of health,PO,6_T,P
127,NLVC,7,5,key,DO,11_T,D
127,NLVC,7,1,cigarette,PO,12_T,D
127,NLVC,7,12,check,DO,13_T,D
127,NLVC,7,14,bouquet,PO,15_T,P
127,NLVC,7,9,number,PO,16_T,D
127,NLVC,7,2,flower,PO,19_T,P
127,NLVC,7,3,toy,DO,20_T,D
127,NLVC,7,13,video tape,DO,21_T,D
127,NLVC,7,7,apple,PO,23_T,D
127,NLVC,7,8,jumper cable,DO,26_T,D
127,NLVC,7,10,contract,PO,3_T,P
127,NLVC,7,4,towel,DO,4_T,D
127,NLVC,7,11,music,DO,5_T,D
127,NLVC,7,6,ball,PO,6_T,P
128,NLVC,4,8,toy,DO,11_T,D
128,NLVC,4,14,cigarette,PO,12_T,D
128,NLVC,4,2,towel,DO,13_T,P
128,NLVC,4,4,flower,DO,15_T,D
128,NLVC,4,6,key,DO,16_T,D
128,NLVC,4,11,ball,PO,19_T,P
128,NLVC,4,10,music,PO,20_T,D
128,NLVC,4,13,bouquet,DO,21_T,OTHER
128,NLVC,4,5,number,PO,23_T,OTHER
128,NLVC,4,1,check,PO,26_T,P
128,NLVC,4,7,jumper cable,DO,3_T,D
128,NLVC,4,9,apple,PO,4_T,D
128,NLVC,4,12,video tape,PO,5_T,OTHER
128,NLVC,4,3,contract,DO,6_T,D
129,IDIOM,7,6,rise,PO,11_T,P
129,IDIOM,7,4,ax,PO,12_T,P
129,IDIOM,7,3,shirt off his back,DO,13_T,D
129,IDIOM,7,10,piece of her mind,PO,15_T,P
129,IDIOM,7,2,free rein,PO,16_T,D
129,IDIOM,7,9,bum's rush,DO,19_T,P
129,IDIOM,7,11,runaround,DO,20_T,P
129,IDIOM,7,5,whirl,DO,21_T,D
129,IDIOM,7,7,break to,PO,23_T,P
129,IDIOM,7,13,go-ahead,PO,26_T,P
129,IDIOM,7,1,earful,DO,3_T,D
129,IDIOM,7,14,break,DO,4_T,P
129,IDIOM,7,12,due,DO,5_T,D
129,IDIOM,7,8,word,PO,6_T,P
130,NLVC,4,8,ball,PO,11_T,D
130,NLVC,4,2,towel,DO,12_T,D
130,NLVC,4,4,toy,DO,13_T,D
130,NLVC,4,11,music,PO,15_T,D
130,NLVC,4,9,key,DO,16_T,D
130,NLVC,4,13,video tape,PO,19_T,P
130,NLVC,4,3,flower,DO,20_T,D
130,NLVC,4,10,jumper cable,DO,21_T,D
130,NLVC,4,5,cigarette,PO,23_T,P
130,NLVC,4,7,contract,DO,26_T,D
130,NLVC,4,6,check,PO,3_T,D
130,NLVC,4,1,bouquet,DO,4_T,D
130,NLVC,4,12,apple,PO,5_T,D
130,NLVC,4,14,number,PO,6_T,D
131,NLVC,3,12,number,DO,11_T,D
131,NLVC,3,7,bouquet,PO,12_T,P
131,NLVC,3,11,jumper cable,PO,13_T,P
131,NLVC,3,1,apple,DO,15_T,D
131,NLVC,3,14,music,DO,16_T,P
131,NLVC,3,10,flower,PO,19_T,P
131,NLVC,3,13,contract,PO,20_T,P
131,NLVC,3,3,toy,PO,21_T,P
131,NLVC,3,9,video tape,DO,23_T,D
131,NLVC,3,6,check,DO,26_T,P
131,NLVC,3,2,key,PO,3_T,P
131,NLVC,3,4,towel,PO,4_T,P
131,NLVC,3,8,ball,DO,5_T,P
131,NLVC,3,5,cigarette,DO,6_T,D
132,NLVC,5,14,jumper cable,PO,11_T,D
132,NLVC,5,2,bouquet,PO,12_T,D
132,NLVC,5,9,ball,PO,13_T,D
132,NLVC,5,6,toy,PO,15_T,P
132,NLVC,5,4,contract,PO,16_T,D
132,NLVC,5,8,number,DO,19_T,D
132,NLVC,5,10,check,DO,20_T,D
132,NLVC,5,12,video tape,DO,21_T,D
132,NLVC,5,5,apple,DO,23_T,D
132,NLVC,5,7,cigarette,DO,26_T,D
132,NLVC,5,13,towel,PO,3_T,D
132,NLVC,5,11,flower,PO,4_T,OTHER
132,NLVC,5,3,music,DO,5_T,D
132,NLVC,5,1,key,DO,6_T,D
133,LVC,1,2,beating,DO,11_T,D
133,LVC,1,6,scolding,DO,12_T,D
133,LVC,1,4,tip,PO,13_T,D
133,LVC,1,8,reply,DO,15_T,D
133,LVC,1,5,massage,PO,16_T,D
133,LVC,1,12,advice,DO,19_T,D
133,LVC,1,1,compliment,PO,20_T,D
133,LVC,1,10,answer,PO,21_T,D
133,LVC,1,7,hug,DO,23_T,D
133,LVC,1,9,command,PO,26_T,D
133,LVC,1,3,bow,DO,3_T,D
133,LVC,1,14,encouragement,DO,4_T,D
133,LVC,1,13,smile,PO,5_T,D
133,LVC,1,11,aid,PO,6_T,D
134,NLVC,7,3,contract,PO,11_T,P
134,NLVC,7,8,towel,DO,12_T,P
134,NLVC,7,11,key,DO,13_T,P
134,NLVC,7,5,flower,PO,15_T,P
134,NLVC,7,13,ball,PO,16_T,D
134,NLVC,7,1,apple,PO,19_T,P
134,NLVC,7,9,number,PO,20_T,P
134,NLVC,7,2,music,DO,21_T,P
134,NLVC,7,6,bouquet,PO,23_T,D
134,NLVC,7,4,video tape,DO,26_T,D
134,NLVC,7,7,cigarette,PO,3_T,D
134,NLVC,7,14,toy,DO,4_T,D
134,NLVC,7,10,jumper cable,DO,5_T,P
134,NLVC,7,12,check,DO,6_T,D
135,IDIOM,3,14,due,DO,11_T,P
135,IDIOM,3,10,ax,PO,12_T,D
135,IDIOM,3,1,piece of her mind,PO,13_T,D
135,IDIOM,3,7,run for his money,DO,15_T,P
135,IDIOM,3,4,low-down,PO,16_T,P
135,IDIOM,3,9,clean bill of health,PO,19_T,D
135,IDIOM,3,11,green light,PO,20_T,D
135,IDIOM,3,3,taste of her own medicine,DO,21_T,D
135,IDIOM,3,5,fair shake,DO,23_T,P
135,IDIOM,3,8,runaround,DO,26_T,P
135,IDIOM,3,6,brush-off,PO,3_T,P
135,IDIOM,3,13,bum's rush,DO,4_T,P
135,IDIOM,3,2,go-ahead,PO,5_T,P
135,IDIOM,3,12,boot,DO,6_T,P
136,LVC,4,14,compliment,PO,11_T,D
136,LVC,4,6,command,DO,12_T,D
136,LVC,4,5,bow,DO,13_T,D
136,LVC,4,13,encouragement,DO,15_T,D
136,LVC,4,11,reply,PO,16_T,D
136,LVC,4,12,massage,DO,19_T,D
136,LVC,4,10,advice,PO,20_T,D
136,LVC,4,1,answer,PO,21_T,P
136,LVC,4,4,hug,DO,23_T,D
136,LVC,4,9,aid,PO,26_T,D
136,LVC,4,8,tip,DO,3_T,D
136,LVC,4,2,smile,PO,4_T,P
136,LVC,4,3,beating,DO,5_T,D
136,LVC,4,7,scolding,PO,6_T,D
137,NLVC,4,2,jumper cable,DO,11_T,P
137,NLVC,4,7,check,PO,12_T,D
137,NLVC,4,3,bouquet,DO,13_T,D
137,NLVC,4,14,toy,DO,15_T,D
137,NLVC,4,8,flower,DO,16_T,D
137,NLVC,4,5,key,DO,19_T,D
137,NLVC,4,10,video tape,PO,20_T,D
137,NLVC,4,1,towel,DO,21_T,D
137,NLVC,4,6,number,PO,23_T,D
137,NLVC,4,13,ball,PO,26_T,P
137,NLVC,4,4,contract,DO,3_T,D
137,NLVC,4,9,cigarette,PO,4_T,D
137,NLVC,4,12,music,PO,5_T,P
137,NLVC,4,11,apple,PO,6_T,P
138,LVC,4,4,beating,DO,11_T,P
138,LVC,4,5,scolding,PO,12_T,OTHER
138,LVC,4,8,smile,PO,13_T,OTHER
138,LVC,4,14,tip,DO,15_T,D
138,LVC,4,3,hug,DO,16_T,D
138,LVC,4,13,answer,PO,19_T,OTHER
138,LVC,4,7,massage,DO,20_T,D
138,LVC,4,11,reply,PO,21_T,P
138,LVC,4,1,compliment,PO,23_T,D
138,LVC,4,10,bow,DO,26_T,D
138,LVC,4,9,aid,PO,3_T,OTHER
138,LVC,4,2,encouragement,DO,4_T,D
138,LVC,4,6,command,DO,5_T,OTHER
138,LVC,4,12,advice,PO,6_T,OTHER
139,LVC,5,7,encouragement,PO,11_T,D
139,LVC,5,6,advice,DO,12_T,D
139,LVC,5,9,compliment,DO,13_T,D
139,LVC,5,11,beating,DO,15_T,D
139,LVC,5,4,smile,DO,16_T,D
139,LVC,5,8,aid,PO,19_T,D
139,LVC,5,10,bow,PO,20_T,D
139,LVC,5,3,answer,DO,21_T,D
139,LVC,5,5,massage,PO,23_T,D
139,LVC,5,13,scolding,DO,26_T,D
139,LVC,5,2,command,PO,3_T,D
139,LVC,5,12,hug,PO,4_T,D
139,LVC,5,14,reply,DO,5_T,D
139,LVC,5,1,tip,PO,6_T,D
140,NLVC,5,1,flower,PO,11_T,P
140,NLVC,5,7,video tape,DO,12_T,P
140,NLVC,5,10,towel,PO,13_T,P
140,NLVC,5,8,number,DO,15_T,P
140,NLVC,5,4,bouquet,PO,16_T,P
140,NLVC,5,14,cigarette,DO,19_T,P
140,NLVC,5,11,contract,PO,20_T,P
140,NLVC,5,6,music,DO,21_T,P
140,NLVC,5,5,jumper cable,PO,23_T,P
140,NLVC,5,3,key,DO,26_T,P
140,NLVC,5,9,check,DO,3_T,D
140,NLVC,5,12,toy,PO,4_T,P
140,NLVC,5,13,apple,DO,5_T,P
140,NLVC,5,2,ball,PO,6_T,P
141,LVC,1,11,compliment,PO,11_T,P
141,LVC,1,5,scolding,DO,12_T,P
141,LVC,1,6,hug,DO,13_T,D
141,LVC,1,1,reply,DO,15_T,P
141,LVC,1,14,encouragement,DO,16_T,D
141,LVC,1,13,advice,DO,19_T,P
141,LVC,1,2,tip,PO,20_T,D
141,LVC,1,12,beating,DO,21_T,P
141,LVC,1,9,massage,PO,23_T,D
141,LVC,1,3,bow,DO,26_T,D
141,LVC,1,8,aid,PO,3_T,D
141,LVC,1,10,smile,PO,4_T,D
141,LVC,1,7,command,PO,5_T,P
141,LVC,1,4,answer,PO,6_T,P
142,NLVC,8,6,toy,PO,11_T,P
142,NLVC,8,11,jumper cable,PO,12_T,OTHER
142,NLVC,8,10,bouquet,DO,13_T,D
142,NLVC,8,8,cigarette,DO,15_T,D
142,NLVC,8,9,music,PO,16_T,P
142,NLVC,8,12,towel,PO,19_T,P
142,NLVC,8,3,key,PO,20_T,D
142,NLVC,8,14,flower,DO,21_T,P
142,NLVC,8,2,apple,DO,23_T,D
142,NLVC,8,13,number,DO,26_T,P
142,NLVC,8,4,contract,DO,3_T,P
142,NLVC,8,5,check,PO,4_T,P
142,NLVC,8,7,ball,DO,5_T,D
142,NLVC,8,1,video tape,PO,6_T,P
143,IDIOM,7,6,free rein,PO,11_T,OTHER
143,IDIOM,7,9,piece of her mind,PO,12_T,D
143,IDIOM,7,11,whirl,DO,13_T,D
143,IDIOM,7,1,break,DO,15_T,OTHER
143,IDIOM,7,13,bum's rush,DO,16_T,OTHER
143,IDIOM,7,14,go-ahead,PO,19_T,OTHER
143,IDIOM,7,7,break to,PO,20_T,D
143,IDIOM,7,3,rise,PO,21_T,D
143,IDIOM,7,10,due,DO,23_T,OTHER
143,IDIOM,7,5,runaround,DO,26_T,D
143,IDIOM,7,12,word,PO,3_T,D
143,IDIOM,7,8,ax,PO,4_T,OTHER
143,IDIOM,7,2,earful,DO,5_T,D
143,IDIOM,7,4,shirt off his back,DO,6_T,D
144,LVC,8,3,massage,DO,11_T,D
144,LVC,8,14,smile,PO,12_T,D
144,LVC,8,6,command,DO,13_T,D
144,LVC,8,10,reply,DO,15_T,D
144,LVC,8,1,aid,DO,16_T,D
144,LVC,8,5,answer,PO,19_T,D
144,LVC,8,4,tip,DO,20_T,D
144,LVC,8,12,beating,PO,21_T,P
144,LVC,8,9,hug,PO,23_T,D
144,LVC,8,7,compliment,PO,26_T,D
144,LVC,8,11,bow,PO,3_T,P
144,LVC,8,8,encouragement,PO,4_T,D
144,LVC,8,13,scolding,DO,5_T,P
144,LVC,8,2,advice,DO,6_T,D
145,IDIOM,1,12,rise,PO,11_T,D
145,IDIOM,1,13,fair shake,DO,12_T,D
145,IDIOM,1,14,earful,DO,13_T,OTHER
145,IDIOM,1,9,whirl,DO,15_T,D
145,IDIOM,1,2,once-over,PO,16_T,OTHER
145,IDIOM,1,6,break,DO,19_T,D
145,IDIOM,1,3,hand,PO,20_T,D
145,IDIOM,1,10,shirt off his back,DO,21_T,OTHER
145,IDIOM,1,8,boot,DO,23_T,D
145,IDIOM,1,4,blank check,PO,26_T,P
145,IDIOM,1,7,go-ahead,PO,3_T,D
145,IDIOM,1,1,piece of her mind,PO,4_T,P
145,IDIOM,1,5,ax,PO,5_T,D
145,IDIOM,1,11,taste of her own medicine,DO,6_T,D
146,IDIOM,7,6,piece of her mind,PO,11_T,D
146,IDIOM,7,7,runaround,DO,12_T,D
146,IDIOM,7,10,bum's rush,DO,13_T,D
146,IDIOM,7,8,free rein,PO,15_T,D
146,IDIOM,7,13,break to,PO,16_T,D
146,IDIOM,7,4,shirt off his back,DO,19_T,P
146,IDIOM,7,11,go-ahead,PO,20_T,D
146,IDIOM,7,2,whirl,DO,21_T,OTHER
146,IDIOM,7,12,due,DO,23_T,D
146,IDIOM,7,1,break,DO,26_T,P
146,IDIOM,7,3,ax,PO,3_T,D
146,IDIOM,7,14,word,PO,4_T,D
146,IDIOM,7,5,earful,DO,5_T,P
146,IDIOM,7,9,rise,PO,6_T,D
147,NLVC,2,10,towel,PO,11_T,P
147,NLVC,2,13,apple,PO,12_T,D
147,NLVC,2,9,toy,PO,13_T,D
147,NLVC,2,4,number,PO,15_T,D
147,NLVC,2,1,flower,DO,16_T,D
147,NLVC,2,12,key,PO,19_T,D
147,NLVC,2,5,contract,DO,20_T,D
147,NLVC,2,6,bouquet,DO,21_T,D
147,NLVC,2,11,jumper cable,PO,23_T,D
147,NLVC,2,2,ball,DO,26_T,D
147,NLVC,2,8,cigarette,PO,3_T,D
147,NLVC,2,3,video tape,DO,4_T,D
147,NLVC,2,14,check,DO,5_T,D
147,NLVC,2,7,music,DO,6_T,D
148,IDIOM,3,3,bum's rush,DO,11_T,P
148,IDIOM,3,14,boot,DO,12_T,D
148,IDIOM,3,2,green light,PO,13_T,P
148,IDIOM,3,4,go-ahead,PO,15_T,P
148,IDIOM,3,7,taste of her own medicine,DO,16_T,D
148,IDIOM,3,6,clean bill of health,PO,19_T,P
148,IDIOM,3,12,runaround,DO,20_T,D
148,IDIOM,3,9,due,DO,21_T,P
148,IDIOM,3,13,fair shake,DO,23_T,D
148,IDIOM,3,5,brush-off,PO,26_T,P
148,IDIOM,3,10,piece of her mind,PO,3_T,P
148,IDIOM,3,8,ax,PO,4_T,P
148,IDIOM,3,11,low-down,PO,5_T,D
148,IDIOM,3,1,run for his money,DO,6_T,D
149,NLVC,3,3,music,DO,11_T,D
149,NLVC,3,11,check,DO,12_T,D
149,NLVC,3,4,video tape,DO,13_T,P
149,NLVC,3,9,towel,PO,15_T,P
149,NLVC,3,10,bouquet,PO,16_T,P
149,NLVC,3,7,jumper cable,PO,19_T,D
149,NLVC,3,2,flower,PO,20_T,D
149,NLVC,3,1,key,PO,21_T,P
149,NLVC,3,5,toy,PO,23_T,P
149,NLVC,3,13,contract,PO,26_T,D
149,NLVC,3,8,apple,DO,3_T,P
149,NLVC,3,14,number,DO,4_T,D
149,NLVC,3,12,cigarette,DO,5_T,D
149,NLVC,3,6,ball,DO,6_T,D
150,IDIOM,4,13,piece of his mind,DO,11_T,OTHER
150,IDIOM,4,8,rise,PO,12_T,D
150,IDIOM,4,3,hand,PO,13_T,D
150,IDIOM,4,10,free rein,PO,15_T,D
150,IDIOM,4,1,earful,DO,16_T,D
150,IDIOM,4,2,break to,PO,19_T,D
150,IDIOM,4,12,once-over,PO,20_T,D
150,IDIOM,4,7,break,DO,21_T,D
150,IDIOM,4,9,shirt off his back,DO,23_T,D
150,IDIOM,4,6,blank check,PO,26_T,D
150,IDIOM,4,11,hand with the landscape,DO,3_T,OTHER
150,IDIOM,4,5,third degree,DO,4_T,D
150,IDIOM,4,4,whirl,DO,5_T,OTHER
150,IDIOM,4,14,word,PO,6_T,D
151,LVC,3,2,answer,DO,11_T,D
151,LVC,3,9,bow,PO,12_T,P
151,LVC,3,6,smile,DO,13_T,D
151,LVC,3,14,massage,PO,15_T,P
151,LVC,3,12,reply,DO,16_T,D
151,LVC,3,4,beating,PO,19_T,D
151,LVC,3,5,compliment,DO,20_T,D
151,LVC,3,8,hug,PO,21_T,P
151,LVC,3,7,command,PO,23_T,P
151,LVC,3,13,scolding,DO,26_T,P
151,LVC,3,1,aid,DO,3_T,D
151,LVC,3,3,encouragement,PO,4_T,D
151,LVC,3,11,tip,PO,5_T,P
151,LVC,3,10,advice,DO,6_T,D
152,NLVC,5,7,bouquet,PO,11_T,D
152,NLVC,5,10,cigarette,DO,12_T,D
152,NLVC,5,14,key,DO,13_T,D
152,NLVC,5,4,check,DO,15_T,D
152,NLVC,5,9,toy,PO,16_T,P
152,NLVC,5,5,jumper cable,PO,19_T,D
152,NLVC,5,2,towel,PO,20_T,D
152,NLVC,5,11,flower,PO,21_T,OTHER
152,NLVC,5,3,contract,PO,23_T,P
152,NLVC,5,1,music,DO,26_T,D
152,NLVC,5,12,video tape,DO,3_T,D
152,NLVC,5,6,apple,DO,4_T,D
152,NLVC,5,13,number,DO,5_T,P
152,NLVC,5,8,ball,PO,6_T,P
153,IDIOM,5,9,runaround,DO,11_T,P
153,IDIOM,5,6,piece of her mind,PO,12_T,D
153,IDIOM,5,3,rise,PO,13_T,D
153,IDIOM,5,10,bum's rush,DO,15_T,P
153,IDIOM,5,8,clean bill of health,PO,16_T,P
153,IDIOM,5,7,ax,PO,19_T,D
153,IDIOM,5,1,boot,DO,20_T,D
153,IDIOM,5,4,fair shake,DO,21_T,D
153,IDIOM,5,12,go-ahead,PO,23_T,OTHER
153,IDIOM,5,5,taste of her own medicine,DO,26_T,D
153,IDIOM,5,2,brush-off,PO,3_T,D
153,IDIOM,5,11,low-down,PO,4_T,D
153,IDIOM,5,13,break,DO,5_T,D
153,IDIOM,5,14,due,DO,6_T,D
154,NLVC,1,7,ball,PO,11_T,P
154,NLVC,1,5,flower,PO,12_T,D
154,NLVC,1,1,cigarette,DO,13_T,D
154,NLVC,1,10,number,DO,15_T,P
154,NLVC,1,3,video tape,PO,16_T,D
154,NLVC,1,13,toy,DO,19_T,OTHER
154,NLVC,1,2,towel,DO,20_T,D
154,NLVC,1,9,bouquet,PO,21_T,D
154,NLVC,1,6,jumper cable,DO,23_T,D
154,NLVC,1,11,contract,PO,26_T,D
154,NLVC,1,8,apple,DO,3_T,D
154,NLVC,1,14,check,PO,4_T,P
154,NLVC,1,12,music,PO,5_T,D
154,NLVC,1,4,key,DO,6_T,D
155,IDIOM,5,8,break,DO,11_T,D
155,IDIOM,5,3,fair shake,DO,12_T,D
155,IDIOM,5,2,runaround,DO,13_T,OTHER
155,IDIOM,5,6,low-down,PO,15_T,D
155,IDIOM,5,7,rise,PO,16_T,D
155,IDIOM,5,11,taste of her own medicine,DO,19_T,D
155,IDIOM,5,10,go-ahead,PO,20_T,D
155,IDIOM,5,4,brush-off,PO,21_T,P
155,IDIOM,5,1,bum's rush,DO,23_T,D
155,IDIOM,5,12,piece of her mind,PO,26_T,D
155,IDIOM,5,9,ax,PO,3_T,D
155,IDIOM,5,14,clean bill of health,PO,4_T,D
155,IDIOM,5,13,boot,DO,5_T,P
155,IDIOM,5,5,due,DO,6_T,OTHER
156,IDIOM,4,8,rise,PO,11_T,P
156,IDIOM,4,7,free rein,PO,12_T,P
156,IDIOM,4,11,word,PO,13_T,P
156,IDIOM,4,6,piece of his mind,DO,15_T,D
156,IDIOM,4,10,hand,PO,16_T,D
156,IDIOM,4,1,earful,DO,19_T,OTHER
156,IDIOM,4,13,break,DO,20_T,D
156,IDIOM,4,3,blank check,PO,21_T,OTHER
156,IDIOM,4,2,once-over,PO,23_T,P
156,IDIOM,4,5,shirt off his back,DO,26_T,P
156,IDIOM,4,9,hand with the landscape,DO,3_T,P
156,IDIOM,4,4,third degree,DO,4_T,P
156,IDIOM,4,14,whirl,DO,5_T,P
156,IDIOM,4,12,break to,PO,6_T,P
157,LVC,6,11,advice,PO,11_T,P
157,LVC,6,8,hug,DO,12_T,D
157,LVC,6,12,aid,DO,13_T,D
157,LVC,6,4,tip,DO,15_T,P
157,LVC,6,14,compliment,PO,16_T,D
157,LVC,6,6,smile,PO,19_T,D
157,LVC,6,5,beating,PO,20_T,D
157,LVC,6,1,scolding,PO,21_T,D
157,LVC,6,9,bow,DO,23_T,D
157,LVC,6,2,answer,PO,26_T,D
157,LVC,6,10,command,DO,3_T,D
157,LVC,6,3,reply,PO,4_T,D
157,LVC,6,13,massage,DO,5_T,D
157,LVC,6,7,encouragement,DO,6_T,D
158,LVC,3,12,advice,DO,11_T,P
158,LVC,3,5,scolding,DO,12_T,P
158,LVC,3,1,tip,PO,13_T,D
158,LVC,3,6,answer,DO,15_T,P
158,LVC,3,9,massage,PO,16_T,D
158,LVC,3,14,bow,PO,19_T,P
158,LVC,3,10,hug,PO,20_T,D
158,LVC,3,11,smile,DO,21_T,OTHER
158,LVC,3,13,reply,DO,23_T,D
158,LVC,3,4,encouragement,PO,26_T,D
158,LVC,3,8,aid,DO,3_T,D
158,LVC,3,2,command,PO,4_T,P
158,LVC,3,7,beating,PO,5_T,P
158,LVC,3,3,compliment,DO,6_T,P
159,IDIOM,4,5,third degree,DO,11_T,P
159,IDIOM,4,6,piece of his mind,DO,12_T,D
159,IDIOM,4,4,earful,DO,13_T,D
159,IDIOM,4,13,shirt off his back,DO,15_T,P
159,IDIOM,4,1,break to,PO,16_T,D
159,IDIOM,4,3,word,PO,19_T,D
159,IDIOM,4,9,whirl,DO,20_T,D
159,IDIOM,4,11,free rein,PO,21_T,D
159,IDIOM,4,10,hand with the landscape,DO,23_T,D
159,IDIOM,4,14,once-over,PO,26_T,D
159,IDIOM,4,7,blank check,PO,3_T,P
159,IDIOM,4,12,hand,PO,4_T,P
159,IDIOM,4,2,rise,PO,5_T,D
159,IDIOM,4,8,break,DO,6_T,P
160,LVC,4,6,advice,PO,11_T,P
160,LVC,4,9,tip,DO,12_T,D
160,LVC,4,12,bow,DO,13_T,P
160,LVC,4,8,massage,DO,15_T,P
160,LVC,4,5,compliment,PO,16_T,P
160,LVC,4,3,beating,DO,19_T,D
160,LVC,4,13,smile,PO,20_T,OTHER
160,LVC,4,2,answer,PO,21_T,OTHER
160,LVC,4,11,command,DO,23_T,D
160,LVC,4,14,reply,PO,26_T,P
160,LVC,4,10,scolding,PO,3_T,OTHER
160,LVC,4,7,aid,PO,4_T,P
160,LVC,4,1,hug,DO,5_T,P
160,LVC,4,4,encouragement,DO,6_T,P
161,NLVC,3,14,video tape,DO,11_T,P
161,NLVC,3,1,number,DO,12_T,P
161,NLVC,3,11,cigarette,DO,13_T,D
161,NLVC,3,13,toy,PO,15_T,P
161,NLVC,3,7,ball,DO,16_T,D
161,NLVC,3,9,towel,PO,19_T,D
161,NLVC,3,10,key,PO,20_T,D
161,NLVC,3,3,apple,DO,21_T,D
161,NLVC,3,5,jumper cable,PO,23_T,P
161,NLVC,3,6,bouquet,PO,26_T,P
161,NLVC,3,2,check,DO,3_T,P
161,NLVC,3,4,music,DO,4_T,D
161,NLVC,3,12,contract,PO,5_T,P
161,NLVC,3,8,flower,PO,6_T,P
162,LVC,1,9,tip,PO,11_T,P
162,LVC,1,1,scolding,DO,12_T,D
162,LVC,1,2,massage,PO,13_T,D
162,LVC,1,5,encouragement,DO,15_T,P
162,LVC,1,10,reply,DO,16_T,D
162,LVC,1,14,compliment,PO,19_T,P
162,LVC,1,8,command,PO,20_T,P
162,LVC,1,7,beating,DO,21_T,P
162,LVC,1,11,bow,DO,23_T,D
162,LVC,1,3,aid,PO,26_T,P
162,LVC,1,6,advice,DO,3_T,D
162,LVC,1,4,smile,PO,4_T,P
162,LVC,1,13,hug,DO,5_T,P
162,LVC,1,12,answer,PO,6_T,P
163,NLVC,7,7,toy,DO,11_T,D
163,NLVC,7,14,key,DO,12_T,D
163,NLVC,7,9,contract,PO,13_T,D
163,NLVC,7,3,towel,DO,15_T,D
163,NLVC,7,4,flower,PO,16_T,D
163,NLVC,7,12,apple,PO,19_T,D
163,NLVC,7,1,check,DO,20_T,D
163,NLVC,7,11,jumper cable,DO,21_T,D
163,NLVC,7,5,music,DO,23_T,D
163,NLVC,7,13,ball,PO,26_T,OTHER
163,NLVC,7,10,bouquet,PO,3_T,D
163,NLVC,7,2,video tape,DO,4_T,D
163,NLVC,7,8,number,PO,5_T,D
163,NLVC,7,6,cigarette,PO,6_T,D
164,NLVC,8,1,jumper cable,PO,11_T,P
164,NLVC,8,3,check,PO,12_T,P
164,NLVC,8,9,music,PO,13_T,P
164,NLVC,8,11,towel,PO,15_T,P
164,NLVC,8,14,apple,DO,16_T,D
164,NLVC,8,10,bouquet,DO,19_T,P
164,NLVC,8,8,flower,DO,20_T,D
164,NLVC,8,13,contract,DO,21_T,P
164,NLVC,8,2,number,DO,23_T,P
164,NLVC,8,12,ball,DO,26_T,P
164,NLVC,8,4,toy,PO,3_T,P
164,NLVC,8,6,cigarette,DO,4_T,D
164,NLVC,8,5,video tape,PO,5_T,P
164,NLVC,8,7,key,PO,6_T,P
165,IDIOM,8,2,clean bill of health,PO,11_T,D
165,IDIOM,8,7,boot,DO,12_T,D
165,IDIOM,8,4,hand with the landscape,DO,13_T,D
165,IDIOM,8,11,green light,PO,15_T,D
165,IDIOM,8,13,piece of his mind,DO,16_T,D
165,IDIOM,8,3,third degree,DO,19_T,D
165,IDIOM,8,12,taste of her own medicine,DO,20_T,D
165,IDIOM,8,5,once-over,PO,21_T,P
165,IDIOM,8,8,run for his money,DO,23_T,D
165,IDIOM,8,9,low-down,PO,26_T,D
165,IDIOM,8,14,brush-off,PO,3_T,P
165,IDIOM,8,6,fair shake,DO,4_T,P
165,IDIOM,8,10,hand,PO,5_T,D
165,IDIOM,8,1,blank check,PO,6_T,P
166,LVC,4,6,smile,PO,11_T,D
166,LVC,4,7,advice,PO,12_T,D
166,LVC,4,8,beating,DO,13_T,D
